MagZ,MagY,MagX,Light,OrientZ,OrientX,OrientY,AccY,AccX,AccZ,GyroZ,GyroX,GyroY
NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-14.46,16.92,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.78,-15.12,15.24,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.18,-15.54,14.5199995,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.3,-15.54,15.299999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.36,-16.08,14.34,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-16.14,14.099999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.66,-17.1,13.08,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
26.76,44.399998,-8.46,10.0,-0.42070842,16.894072,98.07795,-9.959879,0.15322891,-1.1492168,-0.011911872225,0.0827722425,-0.5027420975,
26.519999,44.52,-8.4,10.0,-0.42070842,16.894072,98.07795,-9.998186,-0.22984336,-1.2641385,-0.011911872225,0.0827722425,-0.5027420975,
26.46,44.7,-7.98,10.0,-0.42070842,16.894072,98.07795,-9.998186,-0.34476504,-1.3790601,0.019547688,0.076358155,-0.4728097,
26.519999,44.879997,-7.56,10.0,-0.57005954,16.075315,97.9202,-9.844957,-0.22984336,-1.2641385,0.0541633853333,0.072896588,-0.464257583333,
26.34,45.239998,-7.2599998,10.0,-0.7170853,15.638209,97.84545,-9.80665,-0.076614454,-1.1109096,0.0838921616667,0.039502618,-0.46018515,
26.16,45.239998,-7.02,10.0,-0.8895535,15.206608,97.80022,-9.959879,0.0,-0.9576807,0.0545706286667,0.0321722363333,-0.508239886667,
26.22,45.36,-6.8399997,10.0,-1.06184675,14.5231175,97.731375,-9.959879,-0.30645782,-0.8810662,0.00814487,0.039095376,-0.537968643333,
26.099998,45.42,-6.2999997,10.0,-1.1721807,13.815447,97.641655,-9.883265,-0.34476504,-0.9576807,-0.0057014092,0.046425759,-0.51801372,
26.099998,45.36,-6.12,10.0,-1.2419144,13.289063,97.58016,-9.80665,-0.34476504,-0.9959879,-0.010588331,0.04072435,-0.529416543333,
26.279999,45.36,-5.8199997,10.0,-1.2419144,13.289063,97.58016,-9.883265,-0.38307226,-1.1875241,-0.0207694185,0.0415388365,-0.53084193,
26.34,45.18,-5.64,10.0,-1.304842,12.755208,97.52351,-9.959879,-0.30645782,-1.3024458,-0.026878071,0.0423533233333,-0.535117966667,
26.34,45.12,-5.22,10.0,-1.378304,11.987457,97.454695,-9.959879,-0.22984336,-1.3790601,-0.0362446706667,0.037466401,-0.588874076667,
26.34,45.059998,-4.98,10.0,-1.4682014,11.089338,97.413635,-9.921572,-0.076614454,-1.340753,-0.0232128796667,0.0146607655,-0.664214166667,
26.46,45.18,-4.68,10.0,-1.5317794,10.335941,97.415276,-9.844957,-0.038307227,-1.1875241,-0.0370591573333,-0.00773762666667,-0.721228243333,
26.46,45.18,-4.68,10.0,-1.5317794,10.335941,97.415276,-9.883265,-0.038307227,-1.3024458,-0.0549778735,-0.007330383,-0.7049385,
26.46,45.18,-4.68,10.0,-1.5693767,9.583901,97.41185,-9.883265,-0.038307227,-1.3024458,-0.052534413,0.0012217305,-0.66828656,
26.34,45.36,-3.9599998,10.0,-1.5693767,9.583901,97.41185,-9.80665,0.076614454,-1.532289,-0.0537561415,0.0,-0.610254375,
26.279999,45.36,-3.54,10.0,-1.5948789,8.707978,97.406565,-9.730036,0.19153613,-1.7621324,-0.061086524,0.0065158962,-0.581136443333,
26.279999,45.36,-3.54,10.0,-1.582902,7.786251,97.42934,-9.730036,0.19153613,-1.340753,-0.0977384366667,-0.0166969836667,-0.682540086667,
26.279999,45.36,-3.54,10.0,-1.582902,7.786251,97.42934,-9.730036,0.19153613,-1.340753,-0.12583824,-0.015882496,-0.752586,
26.22,45.78,-2.82,10.0,-1.5161611,6.9320946,97.436424,-9.730036,0.076614454,-0.9576807,-0.166155345,-0.0085521135,-0.796568305,
26.099998,45.66,-2.6399999,10.0,-1.3643025,6.075983,97.408104,-9.844957,-0.19153613,-0.8810662,-0.22764911,0.0122173046667,-0.731409333333,
26.099998,45.66,-2.6399999,10.0,-1.1594323,5.366138,97.35362,-9.844957,-0.19153613,-0.8810662,-0.246382316667,0.033393966,-0.594168233333,
25.98,45.6,-2.1,10.0,-1.0200177,4.8959546,97.31881,-9.844957,-0.19153613,-0.8810662,-0.223983923333,0.0366519136667,-0.532674493333,
25.98,45.239998,-1.8,10.0,-1.0200177,4.8959546,97.31881,-9.844957,-0.19153613,-0.8810662,-0.20280726,0.028099801,-0.52534413,
25.98,45.239998,-1.8,10.0,-0.88761795,4.258173,97.31275,-10.151415,-0.22984336,-1.4556746,-0.17531832,0.01282817,-0.572991615,
25.98,45.239998,-1.8,10.0,-0.88761795,4.258173,97.31275,-10.151415,-0.22984336,-1.4556746,-0.16371189,0.013439035,-0.6059783,
26.099998,45.059998,-1.3199999,10.0,-0.8035024,3.5302706,97.31889,-10.036493,0.038307227,-1.0726024,-0.145385925,-0.0036651915,-0.634688975,
26.099998,45.059998,-1.3199999,10.0,-0.712694,2.808284,97.3227,-9.80665,0.34476504,-0.842759,-0.14823663,-0.0044796785,-0.596204473333,
26.099998,45.059998,-1.3199999,10.0,-0.57282525,2.2319467,97.29134,-9.80665,0.34476504,-0.842759,-0.1670716425,0.021685715,-0.47708576,
26.039999,45.18,-1.14,10.0,-0.57282525,2.2319467,97.29134,-9.80665,0.34476504,-0.842759,-0.1670716425,0.021685715,-0.47708576,
26.039999,45.18,-1.14,10.0,-0.43961915,1.8870137,97.253716,-9.730036,0.38307226,-1.4939818,-0.18855374,0.0566068463333,-0.37466402,
26.039999,45.18,-1.14,10.0,-0.25125593,1.4223572,97.196724,-9.730036,0.38307226,-1.4939818,-0.200771043333,0.056606846,-0.406429003333,
26.039999,45.059998,-0.78,10.0,-0.25125593,1.4223572,97.196724,-9.653421,0.34476504,-1.5705963,-0.200771043333,0.056606846,-0.406429003333,
26.039999,45.059998,-0.78,10.0,-0.05736717,0.8445429,97.14739,-9.883265,0.19153613,-1.1492168,-0.22052235,0.0616973895,-0.497244285,
26.039999,45.059998,-0.78,10.0,-0.05736717,0.8445429,97.14739,-9.883265,0.19153613,-1.1492168,-0.2244929775,0.048258355,-0.48960849,
25.92,45.3,-0.17999999,10.0,-0.05736717,0.8445429,97.14739,-9.921572,0.0,-1.0342951,-0.2244929775,0.048258355,-0.48960849,
25.92,45.3,-0.17999999,10.0,0.34254384,359.71442,97.052315,-10.113108,-0.11492168,-1.1492168,-0.217875266667,0.0447967846667,-0.35633805,
25.92,45.3,-0.17999999,10.0,0.34254384,359.71442,97.052315,-10.113108,-0.11492168,-1.1492168,-0.205250725,0.0427605685,-0.26083945,
25.5,45.059998,0.17999999,10.0,0.4890041,359.4392,97.02771,-10.189722,-0.19153613,-1.3790601,-0.19792034,0.014660766,-0.18203785,
25.5,45.059998,0.17999999,10.0,0.67766595,359.18082,97.025566,-9.921572,-0.2681506,-1.8770541,-0.1816306,0.020362175,-0.149051113333,
25.5,45.059998,0.17999999,10.0,0.81989175,358.89273,97.05173,-9.921572,-0.2681506,-1.8770541,-0.1478293925,-0.004276057,-0.21563543,
25.14,45.0,0.59999996,10.0,0.81989175,358.89273,97.05173,-9.921572,-0.2681506,-1.8770541,-0.1478293925,-0.004276057,-0.21563543,
25.14,45.0,0.59999996,10.0,0.91147,358.45343,97.116554,-9.883265,0.30645782,-1.532289,-0.12583824,-0.0109955745,-0.372016935,
25.14,45.0,0.59999996,10.0,0.98813295,357.78702,97.118996,-9.883265,0.30645782,-1.532289,-0.1319468925,0.03207042525,-0.5091562,
24.9,44.879997,1.14,10.0,0.98813295,357.78702,97.118996,-9.883265,0.30645782,-1.532289,-0.1319468925,0.03207042525,-0.5091562,
24.9,44.879997,1.14,10.0,1.0741087,357.19742,97.065315,-10.0748005,0.7661445,-0.038307227,-0.175114706667,0.090408058,-0.588874086667,
24.9,44.879997,1.14,10.0,1.2589936,356.45102,96.915054,-10.0748005,0.7661445,-0.038307227,-0.22663101,0.1423316,-0.49144109,
24.779999,45.12,0.9,10.0,1.2589936,356.45102,96.915054,-10.0748005,0.7661445,-0.038307227,-0.22663101,0.1423316,-0.49144109,
24.779999,45.12,0.9,10.0,1.5393043,355.91998,96.66998,-10.036493,0.38307226,-0.34476504,-0.279369033333,0.23131431,-0.26674448,
24.779999,45.12,0.9,10.0,1.8603127,355.62164,96.34952,-10.036493,0.38307226,-0.34476504,-0.291993575,0.30543262,-0.140804439,
24.24,45.42,1.0799999,10.0,1.8603127,355.62164,96.34952,-10.036493,0.38307226,-0.34476504,-0.291993575,0.30543262,-0.140804439,
24.24,45.42,1.0799999,10.0,2.175109,355.33966,95.94016,-10.0748005,0.4213795,-1.3790601,-0.279165415,0.38728857,-0.180816115,
24.24,45.42,1.0799999,10.0,2.374685,355.01675,95.5986,-10.0748005,0.4213795,-1.3790601,-0.2541199375,0.4199698575,-0.3286455075,
23.82,45.239998,1.14,10.0,2.374685,355.01675,95.5986,-10.0748005,0.4213795,-1.3790601,-0.2406809,0.4361578,-0.4605924,
23.82,45.239998,1.14,10.0,2.6182444,354.36584,95.11922,-10.228029,1.0342951,-0.6512229,-0.262061195,0.44715336,-0.57726765,
23.82,45.239998,1.14,10.0,2.9053736,353.5428,94.60111,-10.228029,1.0342951,-0.6512229,-0.30207287,0.496022585,-0.611476115,
22.8,45.6,0.84,10.0,2.9053736,353.5428,94.60111,-10.228029,1.0342951,-0.6512229,-0.3359759,0.5558874,-0.5705481,
22.8,45.6,0.84,10.0,3.2677095,352.77554,93.96323,-10.611102,0.9959879,-0.22984336,-0.35430186,0.61330875,-0.47891836,
22.8,45.6,0.84,10.0,3.6892543,352.13495,93.21497,-10.611102,0.9959879,-0.22984336,-0.391259195,0.682641905,-0.45723263,
21.48,45.899998,0.78,10.0,3.6892543,352.13495,93.21497,-10.611102,0.9959879,-0.22984336,-0.391259195,0.682641905,-0.45723263,
21.48,45.899998,0.78,10.0,4.05445,351.61563,92.594444,-10.342952,1.1875241,-0.30645782,-0.46120326,0.76419242,-0.583376275,
21.48,45.899998,0.78,10.0,4.620123,350.73578,91.700165,-10.342952,1.1875241,-0.30645782,-0.5152648225,0.846353815,-0.737925215,
20.16,46.2,0.42,10.0,4.620123,350.73578,91.700165,-10.342952,1.1875241,-0.30645782,-0.5152648225,0.846353815,-0.737925215,
20.16,46.2,0.42,10.0,5.2810016,349.7237,90.66285,-9.5385,1.3024458,0.30645782,-0.593353766667,1.01444353333,-0.747699036667,
20.16,46.2,0.42,10.0,6.0341973,348.83228,89.40213,-9.5385,1.3024458,0.30645782,-0.6261368925,1.1698069,-0.6685920075,
18.66,47.039997,0.29999998,10.0,6.0341973,348.83228,89.40213,-9.5385,1.3024458,0.30645782,-0.6377433,1.2229522,-0.77213365,
18.66,47.039997,0.29999998,10.0,6.8471403,347.83337,88.0492,-9.921572,1.9536686,0.38307226,-0.668286595,1.25716065,-0.901637105,
18.66,47.039997,0.29999998,10.0,7.5046773,346.97784,87.02629,-9.921572,1.9536686,0.38307226,-0.669202885,1.256244375,-0.8814785475,
16.44,47.64,-0.24,10.0,7.5046773,346.97784,87.02629,-9.921572,1.9536686,0.38307226,-0.669202885,1.256244375,-0.8814785475,
16.44,47.64,-0.24,10.0,8.383754,345.90906,85.675285,-10.266336,1.532289,0.80445176,-0.615344923333,1.23272606667,-0.79738277,
16.44,47.64,-0.24,10.0,9.169288,344.9268,84.37031,-10.266336,1.532289,0.80445176,-0.518828213333,1.1948524,-0.753400466667,
14.099999,48.3,-0.48,10.0,9.169288,344.9268,84.37031,-10.266336,1.532289,0.80445176,-0.43371433,1.1655309,-0.7049385,
14.099999,48.3,-0.48,10.0,9.741488,344.02368,83.14213,-9.80665,0.9959879,0.5363012,-0.30176744,1.11544,-0.65240408,
14.099999,48.3,-0.48,10.0,10.112164,343.2604,82.00189,-9.80665,0.9959879,0.5363012,-0.1511891475,1.0158689,-0.6582072825,
11.58,49.14,-0.84,10.0,10.249142,342.6329,81.27934,-9.80665,0.9959879,0.5363012,0.0252490976667,0.869872146667,-0.704124013333,
11.58,49.14,-0.84,10.0,10.249142,342.6329,81.27934,-9.921572,1.1875241,0.80445176,0.0252490976667,0.869872146667,-0.704124013333,
11.58,49.14,-0.84,10.0,10.239562,341.72375,80.48587,-9.921572,1.1875241,0.80445176,0.2260201375,0.72356988,-0.7312056875,
8.88,49.62,-1.02,10.0,10.239562,341.72375,80.48587,-9.921572,1.1875241,0.80445176,0.2260201375,0.72356988,-0.7312056875,
8.88,49.62,-1.02,10.0,10.055013,340.74243,79.84646,-10.113108,0.49799395,0.8810662,0.425162206667,0.610865233333,-0.851546133333,
8.88,49.62,-1.02,10.0,9.665234,339.5459,79.36796,-10.113108,0.49799395,0.8810662,0.640594026667,0.513126826667,-0.96679608,
6.96,49.68,-0.84,10.0,9.665234,339.5459,79.36796,-10.113108,0.49799395,0.8810662,0.640594026667,0.513126826667,-0.96679608,
6.96,49.68,-0.84,10.0,8.954804,338.19342,79.054955,-10.113108,0.49799395,0.8810662,0.912632676667,0.421904263333,-0.908560246667,
5.8799996,49.62,-0.59999996,10.0,8.216561,337.2435,78.83395,-10.113108,0.49799395,0.8810662,1.09314335,0.4153883675,-0.809091015,
4.98,49.379997,-0.29999998,10.0,8.216561,337.2435,78.83395,-10.113108,0.49799395,0.8810662,1.1826351,0.40317106,-0.78801614,
4.98,49.379997,-0.29999998,10.0,7.0256047,336.0416,78.55062,-9.998186,1.3024458,1.2258313,1.20584805,0.36468655,-0.7947357,
4.98,49.379997,-0.29999998,10.0,5.78568,334.89636,78.343094,-9.998186,1.3024458,1.2258313,1.191492625,0.30818151,-0.8701775425,
3.54,49.32,0.96,10.0,5.78568,334.89636,78.343094,-9.998186,1.3024458,1.2258313,1.191492625,0.30818151,-0.8701775425,
3.54,49.32,0.96,10.0,4.6613545,333.58533,78.18208,-9.959879,1.532289,1.1492168,1.080417,0.339233836667,-1.20544076667,
3.54,49.32,0.96,10.0,3.748094,331.7938,77.88483,-9.959879,1.532289,1.1492168,0.982678586667,0.42353324,-1.42087256667,
2.22,48.84,2.22,10.0,3.748094,331.7938,77.88483,-9.959879,1.532289,1.1492168,0.9334021,0.4972443,-1.505172,
2.22,48.84,2.22,10.0,3.196915,330.28976,77.556854,-9.423578,1.7621324,2.183512,0.841772325,0.57910025,-1.5283849,
2.22,48.84,2.22,10.0,2.66796,328.35083,76.95841,-9.423578,1.7621324,2.183512,0.721431865,0.64812802,-1.450194125,
1.14,48.539997,3.4199998,10.0,2.66796,328.35083,76.95841,-9.423578,1.7621324,2.183512,0.721431865,0.64812802,-1.450194125,
1.14,48.539997,3.4199998,10.0,2.3531399,326.77588,76.22503,-9.423578,1.532289,2.2218192,0.592946533333,0.72489343,-1.25756793333,
1.14,48.539997,3.4199998,10.0,2.1112726,325.3359,75.40301,-9.423578,1.532289,2.2218192,0.4856378725,0.7987063125,-1.2342532,
0.06,48.36,4.02,10.0,2.1112726,325.3359,75.40301,-9.423578,1.532289,2.2218192,0.39584067,0.8368854,-1.3121386,
0.06,48.36,4.02,10.0,2.104349,324.10938,74.4949,-9.346964,1.0726024,2.681506,0.33536501,0.84421577,-1.36894905,
0.06,48.36,4.02,10.0,2.2043316,323.15906,73.79555,-9.346964,1.0726024,2.681506,0.300545706667,0.826297053333,-1.35367736667,
-1.56,47.76,3.4199998,10.0,2.2043316,323.15906,73.79555,-9.346964,1.0726024,2.681506,0.300545706667,0.826297053333,-1.35367736667,
-1.56,47.76,3.4199998,10.0,2.3559744,322.00385,72.88623,-9.308656,0.61291564,2.9113493,0.285477703333,0.761138113333,-1.25593896667,
-1.56,47.76,3.4199998,10.0,2.4585998,321.04208,72.060295,-9.308656,0.61291564,2.9113493,0.32284228,0.677144125,-1.184467725,
-3.3,47.34,2.46,10.0,2.4585998,321.04208,72.060295,-9.308656,0.61291564,2.9113493,0.32284228,0.677144125,-1.184467725,
-3.3,47.34,2.46,10.0,2.4526007,320.25262,71.38155,-8.734048,0.34476504,2.681506,0.36407568,0.532674493333,-1.0673852,
-3.3,47.34,2.46,10.0,2.37988,319.60968,70.84966,-8.734048,0.34476504,2.681506,0.3830125,0.446237065,-1.0580186,
-4.92,46.86,1.74,10.0,2.310386,319.1659,70.54202,-8.734048,0.34476504,2.681506,0.3921755,0.37751472,-1.0482447,
-4.92,46.86,1.74,10.0,2.310386,319.1659,70.54202,-8.734048,0.4213795,2.6431987,0.43921211,0.29993483,-1.03358395,
-4.92,46.86,1.74,10.0,2.1603012,318.63388,70.26078,-8.734048,0.4213795,2.6431987,0.4676173425,0.2098322125,-1.00151354,
-6.06,46.379997,0.59999996,10.0,2.1603012,318.63388,70.26078,-8.734048,0.4213795,2.6431987,0.4676173425,0.2098322125,-1.00151354,
-6.06,46.379997,0.59999996,10.0,1.9541972,318.23343,70.11008,-8.465898,0.5363012,2.873042,0.51638476,0.0871501046667,-0.925664466667,
-6.06,46.379997,0.59999996,10.0,1.6739281,318.00336,70.061264,-8.465898,0.5363012,2.873042,0.542855586667,0.0081448701,-0.873130066667,
-6.42,45.899998,0.24,10.0,1.6739281,318.00336,70.061264,-8.465898,0.5363012,2.873042,0.56199604,-0.037873644,-0.8454375,
-6.42,45.899998,0.24,10.0,1.3279555,317.89767,70.12248,-8.542512,0.45968673,2.9879637,0.58643065,-0.09346238,-0.8191703,
-6.42,45.899998,0.24,10.0,1.0274607,317.8918,70.2306,-8.542512,0.45968673,2.9879637,0.5916230025,-0.1438587665,-0.7956519925,
-6.3599997,45.42,0.17999999,10.0,1.0274607,317.8918,70.2306,-8.542512,0.45968673,2.9879637,0.61941737,-0.18448131,-0.7696902,
-6.3599997,45.42,0.17999999,10.0,1.0274607,317.8918,70.2306,-8.887277,0.34476504,3.4859576,0.643037466667,-0.224391166667,-0.764396036667,
-6.3599997,45.42,0.17999999,10.0,0.0799508,318.09598,70.68806,-8.887277,0.34476504,3.4859576,0.676227825,-0.2974913725,-0.7302894125,
-5.8199997,45.42,0.42,10.0,0.0799508,318.09598,70.68806,-8.887277,0.34476504,3.4859576,0.6817256,-0.3408628,-0.7122689,
-5.8199997,45.42,0.42,10.0,0.0799508,318.09598,70.68806,-8.848969,0.38307226,3.4859576,0.672562625,-0.362853965,-0.71837753,
-5.8199997,45.42,0.42,10.0,-1.0332605,318.51773,71.43126,-8.848969,0.38307226,3.4859576,0.6209445125,-0.3982841375,-0.76510872,
-5.22,45.239998,1.3199999,10.0,-1.3570908,318.6348,71.76177,-8.848969,0.38307226,3.4859576,0.525751356667,-0.435750533333,-0.827111546667,
-5.22,45.239998,1.3199999,10.0,-1.3570908,318.6348,71.76177,-8.580819,0.49799395,3.5625722,0.525751356667,-0.435750533333,-0.827111546667,
-5.22,45.239998,1.3199999,10.0,-1.6397493,318.70135,72.22091,-8.580819,0.49799395,3.5625722,0.381179905,-0.44929139,-0.8240572125,
-4.44,45.42,2.22,10.0,-1.6397493,318.70135,72.22091,-8.580819,0.49799395,3.5625722,0.3115413,-0.45937067,-0.7892379,
-4.44,45.42,2.22,10.0,-1.6397493,318.70135,72.22091,-8.887277,0.076614454,3.4859576,0.276111083333,-0.47158796,-0.78516545,
-4.44,45.42,2.22,10.0,-1.8565928,318.79657,73.16922,-8.887277,0.076614454,3.4859576,0.2241875475,-0.481361825,-0.817337685,
-3.54,45.3,3.36,10.0,-1.8565928,318.79657,73.16922,-8.887277,0.076614454,3.4859576,0.2241875475,-0.481361825,-0.817337685,
-3.54,45.3,3.36,10.0,-1.87628435,318.60878,73.866858,-9.576807,-0.038307227,3.3327289,0.197920336667,-0.498466046667,-0.893899466667,
-3.54,45.3,3.36,10.0,-1.87628435,318.60878,73.866858,-10.304645,0.22984336,3.3327289,0.19425514,-0.544484563333,-0.953764256667,
-3.54,45.3,3.36,10.0,-1.8280295,318.07428,74.65349,-10.955867,0.30645782,3.371036,0.1594358275,-0.6114760925,-0.972497475,
-3.54,45.3,3.36,10.0,-1.7226266,317.49936,75.338806,-11.147403,0.38307226,3.1028855,0.1713477025,-0.6221662475,-0.8784242225,
-2.34,44.34,5.7599998,10.0,-1.6727529,316.91827,76.03389,-11.60709,0.80445176,2.9113493,0.213802836667,-0.566882943333,-0.656476496667,
-2.22,43.92,6.24,10.0,-1.71869575,316.067675,76.872737,-12.334928,1.6089035,3.064578,0.140091758333,-0.40642901,-0.689870496667,
-1.9799999,43.5,6.54,10.0,-1.4870514,314.64365,77.33203,-13.101071,1.4939818,3.715801,-0.0236201218,-0.17633643,-1.02014496667,
-1.92,43.44,6.8399997,10.0,-1.4870514,314.64365,77.33203,-11.032481,0.9576807,2.6048915,-0.025045475,-0.067195177,-1.0690142,
-1.92,43.44,6.8399997,10.0,-1.1517533,313.43146,77.41202,-9.270349,0.5746084,0.8810662,0.04123340425,-0.209832215,-0.71318516,
-1.74,43.14,7.14,10.0,-1.0164948,312.69022,77.69476,-7.1251445,0.5746084,-1.0342951,-0.0138462786667,-0.43045637,-0.2818125,
-1.68,43.02,7.3199997,10.0,-0.89458125,312.37736,78.52546,-6.9719152,0.38307226,-1.340753,-0.105476063333,-0.687834266667,0.111177476333,
-1.38,43.32,7.62,10.0,-0.81429183,313.0336,79.9474,-7.5848308,0.34476504,-1.340753,-0.130317916667,-0.975348183333,0.643851966667,
-1.14,43.2,7.8599997,10.0,-0.81429183,313.0336,79.9474,-8.848969,0.38307226,-1.0726024,-0.11972959,-1.1215486,0.945619375,
-0.84,43.2,7.74,10.0,-0.8482722,314.1248,81.30585,-10.496181,0.30645782,-0.30645782,-0.131132401667,-1.09181986667,0.926478943333,
-0.35999998,43.2,8.16,10.0,-0.77667433,314.93137,82.82484,-10.457873,0.30645782,-0.45968673,-0.186517523333,-1.00711315,0.80837833,
0.17999999,43.14,8.099999,10.0,-0.47050267,315.44519,84.72516,-10.113108,0.34476504,-0.7278373,-0.18122336,-0.964759823333,0.73507453,
0.78,43.14,8.4,10.0,-0.24026798,315.84888,86.42557,-10.113108,0.34476504,-0.7278373,-0.0887790816667,-0.884940136667,0.497244326667,
1.1999999,43.079998,8.7,10.0,-0.17346317,316.0871,87.37883,-10.113108,0.34476504,-0.7278373,-0.068111474,-0.76022179,0.15668693325,
1.9799999,43.14,8.88,10.0,-0.016814219,315.85196,88.24557,-10.113108,0.34476504,-0.7278373,-0.10048733375,-0.6572910125,-0.02199114775,
2.58,43.14,8.94,10.0,0.22677483,315.1442,89.1103,-10.113108,0.34476504,-0.7278373,-0.09926560225,-0.6114761,0.14874568675,
3.24,43.26,8.94,10.0,0.3552763,314.7507,89.73765,-10.113108,0.34476504,-0.7278373,-0.0395026203333,-0.581136466667,0.272853146667,
3.78,43.32,9.36,10.0,0.4528804,314.2931,90.377525,-10.113108,0.34476504,-0.7278373,0.00763581575,-0.450818545,0.266337245,
4.08,43.559998,9.48,10.0,0.4565432,313.89328,90.86885,-10.113108,0.34476504,-0.7278373,0.0742201275,-0.3335324225,0.2941316225,
4.74,43.739998,9.9,10.0,0.39657933,313.51303,91.35848,-10.113108,0.34476504,-0.7278373,0.126754535,-0.2562579725,0.224187545,
5.1,43.739998,10.0199995,10.0,0.25202283,313.18356,91.75336,-10.113108,0.34476504,-0.7278373,0.1508837175,-0.2397646075,-0.0274889365,
5.2799997,43.92,10.2,10.0,0.149916,312.85233,91.964836,-10.113108,0.34476504,-0.7278373,0.1230893465,-0.183565005,-0.1798998175,
5.58,44.16,10.44,10.0,0.08512809,312.07608,92.28311,-10.113108,0.34476504,-0.7278373,0.1099557445,-0.20250183,-0.07116580075,
5.94,44.16,10.559999,10.0,0.027412966,311.46057,92.62166,-10.113108,0.34476504,-0.7278373,0.102218119667,-0.217875266667,0.015475253,
5.94,44.219997,10.679999,10.0,-0.02865606,310.9569,93.00371,-10.113108,0.34476504,-0.7278373,0.10445795625,-0.254730805,0.05192354575,
6.18,44.399998,10.98,10.0,-0.09497894,310.46686,93.44692,-10.113108,0.34476504,-0.7278373,0.1255328075,-0.3130684375,0.083077674,
6.42,44.46,11.099999,10.0,-0.14861313,310.18814,93.82474,-10.113108,0.34476504,-0.7278373,0.1383609825,-0.3735440975,0.2064724525,
6.6,44.579998,11.28,10.0,-0.1927261,309.91577,94.33462,-10.113108,0.34476504,-0.7278373,0.1322523275,-0.37598756,0.273362195,
6.96,44.7,11.5199995,10.0,-0.17066447,309.65353,94.797005,-10.113108,0.34476504,-0.7278373,0.06444628175,-0.3619376475,0.2782491175,
7.3799996,44.52,11.7,10.0,-0.05402851,309.37744,95.23507,-10.113108,0.34476504,-0.7278373,-0.013031792,-0.354709076667,0.26593001,
7.62,44.219997,11.94,10.0,0.12202313,309.123,95.62422,-10.113108,0.34476504,-0.7278373,-0.083383106,-0.3194825275,0.2687807025,
7.8599997,44.219997,12.059999,10.0,0.28244996,308.9476,95.893875,-10.113108,0.34476504,-0.7278373,-0.117896995,-0.3112358425,0.286495795,
8.4,44.04,12.48,10.0,0.4912964,308.7354,96.298225,-10.113108,0.34476504,-0.7278373,-0.1028697052,-0.370428682,0.267314628,
8.88,43.98,12.48,10.0,0.66882217,308.4907,96.73488,-10.113108,0.34476504,-0.7278373,-0.0700458813333,-0.401542096667,0.266337243333,
9.24,43.86,12.54,10.0,0.8522939,308.36298,97.15512,-10.113108,0.34476504,-0.7278373,-0.062613687,-0.4334088925,0.394313515,
9.719999,43.62,12.599999,10.0,1.0848645,308.42908,97.575806,-10.113108,0.34476504,-0.7278373,-0.0904080566667,-0.44674611,0.536746926667,
10.139999,43.559998,12.54,10.0,1.2996864,308.5984,97.92045,-10.113108,0.34476504,-0.7278373,-0.130725165,-0.46242499,0.6374378775,
10.8,43.559998,12.54,10.0,1.6154616,308.87448,98.38316,-10.113108,0.34476504,-0.7278373,-0.14630222,-0.45570547,0.6921103375,
11.219999,43.68,12.3,10.0,1.925909,309.18976,98.85476,-10.113108,0.34476504,-0.7278373,-0.142331605,-0.44684793,0.681420175,
11.82,43.559998,12.059999,10.0,2.2131114,309.4111,99.30109,-10.113108,0.34476504,-0.7278373,-0.1475239575,-0.4327980375,0.5910121325,
12.36,43.559998,11.7,10.0,2.4866347,309.59384,99.67679,-10.113108,0.34476504,-0.7278373,-0.162795585,-0.37018433,0.586430635,
13.0199995,43.32,11.5199995,10.0,2.695085,309.78433,99.88566,-10.113108,0.34476504,-0.7278373,-0.169413286667,-0.289550133333,0.650367846667,
13.74,43.079998,11.34,10.0,2.9888887,310.1811,100.080574,-10.113108,0.34476504,-0.7278373,-0.1621847225,-0.228463605,0.7476990675,
14.219999,43.079998,10.74,10.0,3.2955987,310.70868,100.22714,-10.113108,0.34476504,-0.7278373,-0.1621847225,-0.2101376475,0.81061816,
14.639999,43.079998,10.38,10.0,3.6530929,311.25845,100.36416,-10.113108,0.34476504,-0.7278373,-0.234266825,-0.1878410625,0.7699956375,
